target,target_id,target_gene_symbol,target_uniprot,target_ensembl_gene_id,target_ligand,target_ligand_id,target_ligand_gene_symbol,target_ligand_ensembl_gene_id,target_ligand_uniprot,target_ligand_pubchem_sid,target_species,ligand,ligand_id,ligand_gene_symbol,ligand_species,ligand_pubchem_sid,type,action,action_comment,selectivity,endogenous,primary_target,concentration_range,affinity_units,affinity_high,affinity_median,affinity_low,original_affinity_units,original_affinity_low_nm,original_affinity_median_nm,original_affinity_high_nm,original_affinity_relation,assay_description,receptor_site,ligand_context,pubmed_id
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,<i>N</i>-benzyl brucine,332,,,135652694,Allosteric modulator,Negative,,,f,,"",pKd,,3.8,,,,,,,,,,9495826
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,strychnine,347,,,135652718,Allosteric modulator,Negative,,,f,,"",pKd,5.7,,4.2,,,,,,,,,7651370|9224827
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,"WIN 51,708",339,,,135651325,Allosteric modulator,Negative,,,f,,"",pKd,,5.5,,,,,,,,,,12435818
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,brucine <i>N</i>-oxide,343,,,135650027,Allosteric modulator,Neutral,,,f,,"",pKd,,2.5,,,,,,,,,,9495826
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,thiochrome,348,,,135651256,Allosteric modulator,Neutral,,,f,,"",pKd,,4.4,,,,,,,,,,14722259
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,vinburnine,345,,,135650219,Allosteric modulator,Neutral,,,f,,"",pKd,,5.2,,,,,,,,,,9224827
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,vincamine,349,,,135652725,Allosteric modulator,Neutral,,,f,,"",pKd,,5.7,,,,,,,,,,9224827
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,brucine <i>N</i>-oxide,343,,,135650027,Allosteric modulator,Positive,,,f,,"",pKd,,2.5,,,,,,,,,,9495826
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,<i>N</i>-benzyl brucine,332,,,135652694,Allosteric modulator,Positive,,,f,,"",pKd,,3.8,,,,,,,,,,9495826
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,N-chloromethyl-brucine,344,,,135652706,Allosteric modulator,Positive,"",Not Determined,f,f,"",pKd,,3.29999995231628,,Kd,,501187,,=,"","","",9495826
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,VU0119498,7632,,,223365967,Allosteric modulator,Positive,"",Not Determined,f,f,"",pEC50,,5.19999980926514,,EC50,,6380,,=,"","","",19438238
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,"WIN 62,577",340,,,135651327,Allosteric modulator,Positive,"",Not Determined,f,f,"",pKd,,5.09999990463257,,Kd,,7940,,=,"","","",12435818
M<sub>3</sub> receptor,15,Chrm3,P08483,ENSRNOG00000014639,,,,,,,Rat,4-DAMP,307,,,135649797,Antagonist,Antagonist,"",Not Determined,f,,"",pKi,,9.2,,-,,,,=,"","","",1325587
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,4-DAMP,307,,,135649797,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,,9.30000019073486,,-,,,,=,"","","",1994002
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,aclidinium,7449,,,178104021,Antagonist,Antagonist,"",Non-selective,f,t,"",pIC50,,9.77000045776367,,IC50,,0.170000001788139,,=,"","","",19653626
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,AE9C90CB,8586,,,252166787,Antagonist,Antagonist,"",Non-selective,f,f,"",pKi,,9.89999961853027,,-,,,,=,"","","",20590605
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,AFDX384,3264,,,178100307,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,,7.19999980926514,,-,,,,=,"","","",1994002
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,amitriptyline,200,,,135649939,Antagonist,Antagonist,"",Not Determined,f,t,"",pKi,,7.8899998664856,,Ki,,12.8000001907349,,=,"","","",8100134
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,AQ-RA 741,8584,,,252166785,Antagonist,Antagonist,"",Non-selective,f,f,"",pKi,7.30000019073486,,7.19999980926514,-,,,,=,"","","",1994002|9671109
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,atropine,320,,,135652667,Antagonist,Antagonist,"",Not Determined,f,t,"",pKi,9.80000019073486,,8.89999961853027,-,,,,=,"","","",3443095|12049493|2704370|11303071|9029489|16847442
M<sub>3</sub> receptor,15,Chrm3,P08483,ENSRNOG00000014639,,,,,,,Rat,atropine,320,,,135652667,Antagonist,Antagonist,,,f,,"",pKi,9.3,,8.7,,,,,,,,,12235229|1325587
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,biperiden,7128,,,178103704,Antagonist,Antagonist,"",Not Determined,f,f,"",pKd,,8.40999984741211,,Kd,,3.90000009536743,,=,"","","",1346637
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,clidinium,366,,,135650108,Antagonist,Antagonist,"",Not Determined,f,t,"",pKi,,9.60000038146973,,-,,,,=,"","","",16847442
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,darifenacin,321,,,135650160,Antagonist,Antagonist,"",Non-selective,f,t,"",pKi,9.10000038146973,,8.60000038146973,-,,,,=,"","","",11303071|9113359|12122494|20590605|9671109
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,dicyclomine,355,,,135650178,Antagonist,Antagonist,"",Not Determined,f,t,"",pKi,,9.02999973297119,,Ki,,0.930000007152557,,=,"","","",
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,dosulepin,7549,,,223365885,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,,7.42000007629395,,Ki,,38,,=,"","","",8100134
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,glycopyrrolate,7459,,,187051762,Antagonist,Antagonist,"",Not Determined,f,t,"",pIC50,,9.60000038146973,,IC50,,0.250999987125397,,=,Assay uses glycopyrronium bromide,"","",21036043
M<sub>3</sub> receptor,15,Chrm3,P08483,ENSRNOG00000014639,,,,,,,Rat,guanylpirenzepine,3276,,,178100317,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,,6.19999980926514,,-,,,,=,"","","",8813552
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,hexahydrodifenidol,322,,,135650347,Antagonist,Antagonist,,,f,,"",pKi,,7.8,,,,,,,,,,2704370
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,hexahydrosiladifenidol,310,,,135652751,Antagonist,Antagonist,,,f,,"",pKi,8,,7.7,,,,,,,,,8759038|2704370
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,hexocyclium,323,,,135650349,Antagonist,Antagonist,,,f,,"",pKi,,8.9,,,,,,,,,,2704370
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,himbacine,324,,,135650350,Antagonist,Antagonist,"",Non-selective,f,f,"",pKi,7.19999980926514,,6.90000009536743,-,,,,=,"","","",7925952|1331410|1994002
M<sub>3</sub> receptor,15,Chrm3,P08483,ENSRNOG00000014639,,,,,,,Rat,<i>p</i>-F-HHSiD,308,,,135650408,Antagonist,Antagonist,,,f,,"",pKi,,8,,,,,,,,,,1325587
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,<i>p</i>-F-HHSiD,308,,,135650408,Antagonist,Antagonist,,,f,,"",pKi,7.9,,7.3,,,,,,,,,12049493|8759038
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,ipratropium,325,,,135650410,Antagonist,Antagonist,"",Not Determined,f,t,"",pKi,9.80000019073486,,9.30000019073486,-,,,,=,"","","",11303071|16847442
M<sub>3</sub> receptor,15,Chrm3,P08483,ENSRNOG00000014639,,,,,,,Rat,lithocholylcholine,326,,,135650527,Antagonist,Antagonist,,,f,,"",pKi,,6,,,,,,,,,,12235229
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,lithocholylcholine,326,,,135650527,Antagonist,Antagonist,,,f,,"",pKi,,6,,,,,,,,,,12235229
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,methoctramine,327,,,135650585,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,6.90000009536743,,6.09999990463257,-,,,,=,"","","",8759038|2704370|9029489|1994002|9113359
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,ML381,8591,,,252166792,Antagonist,Antagonist,"",Non-selective,f,f,"",pKi,,4.51999998092651,,Ki,,30000,,>,"","","",24692176
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,muscarinic toxin 3,313,,,135652306,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,,6,,-,,,,>,"","","",7925952
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,muscarinic toxin 7,314,,,135652307,Antagonist,Antagonist,"",Non-selective,f,f,"",pKi,,5,,-,,,,>,"","","",10799315
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,N-methyl scopolamine,316,,,135650725,Antagonist,Antagonist,"",Not Determined,f,t,"",pKi,,10.3999996185303,,-,,,,=,"","","",16847442
M<sub>3</sub> receptor,15,Chrm3,P08483,ENSRNOG00000014639,,,,,,,Rat,otenzepad,309,,,135649900,Antagonist,Antagonist,,,f,,"",pKi,,6,,,,,,,,,,1325587
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,otenzepad,309,,,135649900,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,,6.09999990463257,,-,,,,=,"","","",2704370
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,oxybutynin,359,,,135650784,Antagonist,Antagonist,"",Not Determined,f,t,"",pKi,8.89999961853027,,8.80000019073486,-,,,,=,"","","",22243489|12122494|20590605
M<sub>3</sub> receptor,15,Chrm3,P08483,ENSRNOG00000014639,,,,,,,Rat,pirenzepine,328,,,135650832,Antagonist,Antagonist,,,f,,"",pKi,,6.7,,,,,,,,,,1325587
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,pirenzepine,328,,,135650832,Antagonist,Antagonist,"",Non-selective,f,f,"",pKi,6.80000019073486,,6.5,-,,,,=,"","","",12049493|2704370|7925952|1994002|9113359|2043926
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,propantheline,329,,,135650857,Antagonist,Antagonist,"",Not Determined,f,t,"",pKi,,10,,-,,,,=,"","","",12049493
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,revefenacin,10129,,,381118839,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,,9.75,,Ki,,0.178000003099442,,=,"Determined from a radioligand binding assay using membranes from CHO‐K1 cells expressing the hM<sub>3</sub> receptor, and displacement of [<sup>3</sup>H]NMS tracer.","","",29736245
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,scopolamine,330,,,135651031,Antagonist,Antagonist,,,f,,"",pKi,,9.4,,,,,,,,,,12049493
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,(S)-dimetindene,10104,,,381118814,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,,6.8600001335144,,Ki,,138,,=,Binding to hM3 receptors expressed in CHO cells.,"","",12593665
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,silahexocyclium,331,,,135651044,Antagonist,Antagonist,,,f,,"",pKi,,8.9,,,,,,,,,,2704370
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,solifenacin,7483,,,187051786,Antagonist,Antagonist,"",Not Determined,f,t,"",pIC50,,6.88000011444092,,IC50,,130.800003051758,,=,"","","",21524581
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,solifenacin,7483,,,187051786,Antagonist,Antagonist,"",Non-selective,f,f,"",pKi,8,,7.69999980926514,-,,,,=,"","","",12122494|20590605
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,[<sup>3</sup>H]darifenacin,319,,,135651146,Antagonist,Antagonist,"",Not Determined,f,,"",pKd,,9.5,,Kd,,0.316,,=,"","","",9029489
M<sub>3</sub> receptor,15,Chrm3,P08483,ENSRNOG00000014639,,,,,,,Rat,[<sup>3</sup>H]N-methyl scopolamine,317,,,135651190,Antagonist,Antagonist,,,f,,"",pKd,,10,,,,,,,,,,7687290|12235229
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,[<sup>3</sup>H]N-methyl scopolamine,317,,,135651190,Antagonist,Antagonist,"",Not Determined,f,f,"",pKd,10.2200002670288,,9.65999984741211,Kd,0.219999998807907,,0.0599999986588955,=,"","","",7651370|12235229|9224827|12049493|7925952|11303071|16369696|9846649
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,[<sup>3</sup>H]QNB,318,,,135651193,Antagonist,Antagonist,"",Not Determined,f,,"",pKd,,10.4,,Kd,,0.0398,,=,"","","",3443095
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,[<sup>3</sup>H]tiotropium,8592,,,252166793,Antagonist,Antagonist,"",Not Determined,f,f,"",pKd,,10.6999998092651,,-,,,,=,"","","",23435542
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,tiotropium,367,,,135651266,Antagonist,Antagonist,"",Not Determined,f,t,"",pKi,11.1000003814697,,9.5,-,,,,=,"","","",16847442|8441333
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,tolterodine,360,,,135651269,Antagonist,Antagonist,"",Non-selective,f,f,"",pKi,8.5,,8.39999961853027,-,,,,=,"","","",20590605|9671109
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,tripitramine,361,,,135651280,Antagonist,Antagonist,"",Non-selective,f,f,"",pKi,,6.82999992370605,,-,,,,=,"","","",18595721
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,tropicamide,7319,,,178103892,Antagonist,Antagonist,"",Not Determined,f,t,"",pKi,,7.51999998092651,,Ki,,30,,=,"","","",
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,UH-AH 37,8583,,,252166784,Antagonist,Antagonist,"",Non-selective,f,f,"",pKi,8.19999980926514,,8.10000038146973,-,,,,=,"","","",2043926|9671109
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,umeclidinium,7354,,,178103926,Antagonist,Antagonist,"",Non-selective,f,f,"",pKi,,10.2200002670288,,Ki,,0.0599999986588955,,=,"","","",19317446|23435542
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,VU0255035,3274,,,178100315,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,,6.09999990463257,,-,,,,=,"","","",19407080
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,cevimeline,9658,,,348353617,Agonist,Agonist,"",Not Determined,f,f,"",pKi,,5.98999977111816,,Ki,,1012,,=,Displacement of [<sup>3</sup>H]QNB from cloned receptor.,"","",9399977
M<sub>4</sub> receptor,16,Chrm4,P08485,ENSRNOG00000017556,,,,,,,Rat,methacholine,7438,,,178104010,Agonist,Agonist,"",Not Determined,f,f,"",pKi,,5.80000019073486,,Ki,,1600,,=,"","","",9622546
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,[<sup>3</sup>H]acetylcholine,8593,,,252166794,Agonist,Agonist,"",Not Determined,f,f,"",pKd,,8.19999980926514,,-,,,,=,"","","",14722259
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,(+)-aceclidine,286,,,135649887,Agonist,Full agonist,,,f,,"",pEC50,,5.4,,,,,,,,,,8968358
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,acetylcholine,294,,,135651424,Agonist,Full agonist,,,t,,"",pKi,5.6,,4.5,,,,,,,,,7651370|12235229|9224827
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,arecaidine propargyl ester,295,,,135649955,Agonist,Full agonist,,,f,,"",pKi,,5.9,,,,,,,,,,9224827
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,arecoline,296,,,135652666,Agonist,Full agonist,,,f,,"",pKi,,5.5,,,,,,,,,,9224827
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,bethanechol,297,,,135649988,Agonist,Full agonist,"",Not Determined,f,f,"",pKi,,4,,-,,,,=,"","","",9224827
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,carbachol,298,,,135650055,Agonist,Full agonist,"",Not Determined,f,f,"",pKi,4.90000009536743,,4.30000019073486,-,,,,=,"","","",9224827|10323594
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,furtrethonium,299,,,135650293,Agonist,Full agonist,,,f,,"",pKi,,4.3,,,,,,,,,,9224827
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,methylfurmethide,300,,,135650592,Agonist,Full agonist,,,f,,"",pKi,,4.7,,,,,,,,,,9224827
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,NNC 11-1314,291,,,135650726,Agonist,Full agonist,,,f,,"",pKi,,7.3,,,,,,,,,,11504829
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,NNC 11-1585,292,,,135650727,Agonist,Full agonist,,,f,,"",pKi,,8.6,,,,,,,,,,11504829
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,NNC 11-1607,293,,,135650728,Agonist,Full agonist,,,f,,"",pKi,,8.1,,,,,,,,,,11504829
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,oxotremorine,302,,,135650782,Agonist,Full agonist,,,f,,"",pKi,,5.2,,,,,,,,,,9224827
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,oxotremorine-M,303,,,135650783,Agonist,Full agonist,,,f,,"",pKi,,5.2,,,,,,,,,,9224827
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,pentylthio-TZTP,304,,,135650807,Agonist,Full agonist,,,f,,"",pKi,,8.7,,,,,,,,,,9224827
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,(-)-aceclidine,288,,,135649886,Agonist,Partial agonist,,,f,,"",pEC50,,4.8,,,,,,,,,,8968358
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,McN-A-343,290,,,135650571,Agonist,Partial agonist,,,f,,"",pKi,6.7,,5.6,,,,,,,,,7680092
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,milameline,301,,,135650609,Agonist,Partial agonist,,,f,,"",pKi,,5.5,,,,,,,,,,10323594
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,pilocarpine,305,,,135650824,Agonist,Partial agonist,"",Not Determined,f,f,"",pKi,,5.19999980926514,,-,,,,=,"","","",9224827
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,sabcomeline,306,,,135650975,Agonist,Partial agonist,,,f,,"",pKi,,7.2,,,,,,,,,,10323594
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,xanomeline,57,,,135651331,Agonist,Partial agonist,,,f,,"",pKi,7.7,,7.4,,,,,,,,,9884068|10323594
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,alcuronium,341,,,135652664,Allosteric modulator,Negative,,,f,,"",pKd,,5.6,,,,,,,,,,9224827
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,brucine,342,,,135652672,Allosteric modulator,Negative,,,f,,"",pKd,6,,4.7,,,,,,,,,9224827|9495826
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,<i>N</i>-benzyl brucine,332,,,135652694,Allosteric modulator,Negative,,,f,,"",pKd,,4.5,,,,,,,,,,9495826
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,muscarinic toxin 3,313,,,135652306,Allosteric modulator,Negative,"",Not Determined,f,f,"",pKi,,8.69999980926514,,-,,,,=,"","","",7925952|9862767
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,"WIN 51,708",339,,,135651325,Allosteric modulator,Negative,,,f,,"",pKd,,6.2,,,,,,,,,,12435818
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,"WIN 62,577",340,,,135651327,Allosteric modulator,Negative,,,f,,"",pKd,,5.9,,,,,,,,,,12435818
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,brucine <i>N</i>-oxide,343,,,135650027,Allosteric modulator,Neutral,,,f,,"",pKd,,3.6,,,,,,,,,,9495826
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,G&ouml; 7874,335,,,135650308,Allosteric modulator,Neutral,,,f,,"",pKd,,5.7,,,,,,,,,,10860942
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,<i>N</i>-benzyl brucine,332,,,135652694,Allosteric modulator,Neutral,,,f,,"",pKd,,4.5,,,,,,,,,,9495826
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,KT 5720,337,,,135652698,Allosteric modulator,Neutral,,,f,,"",pKd,,6.4,,,,,,,,,,10860942
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,N-chloromethyl-brucine,344,,,135652706,Allosteric modulator,Neutral,,,f,,"",pKd,,4.4,,,,,,,,,,9495826
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,staurosporine,346,,,135652717,Allosteric modulator,Neutral,,,f,,"",pKd,,5.3,,,,,,,,,,10860942
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,brucine <i>N</i>-oxide,343,,,135650027,Allosteric modulator,Positive,,,f,,"",pKd,,3.6,,,,,,,,,,9495826
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,LY2033298,3262,,,178100305,Allosteric modulator,Positive,"",Not Determined,f,,"",-,,,,-,,,,=,"","","",18678919
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,LY2119620,6938,,,178103520,Allosteric modulator,Positive,"",Not Determined,f,f,"",pKd,,5.69999980926514,,-,,,,=,"","","",24807965
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,strychnine,347,,,135652718,Allosteric modulator,Positive,,,f,,"",pKd,5,,4.8,,,,,,,,,7651370|9224827
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,thiochrome,348,,,135651256,Allosteric modulator,Positive,"",Not Determined,f,f,"",pKd,,4,,-,,,,=,"","","",14722259
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,vinburnine,345,,,135650219,Allosteric modulator,Positive,,,f,,"",pKd,,4.6,,,,,,,,,,9224827
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,vincamine,349,,,135652725,Allosteric modulator,Positive,,,f,,"",pKd,,4.2,,,,,,,,,,9224827
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,VU0010010,7633,,,223365968,Allosteric modulator,Positive,"",Selective,f,f,"",-,,,,-,,,,=,"","","",19201489
M<sub>4</sub> receptor,16,Chrm4,P08485,ENSRNOG00000017556,,,,,,,Rat,VU0152099,3256,,,178100299,Allosteric modulator,Positive,"",Not Determined,f,f,"",pEC50,,6.3899998664856,,EC50,,403,,=,"","","",18772318
M<sub>4</sub> receptor,16,Chrm4,P08485,ENSRNOG00000017556,,,,,,,Rat,VU0152100,3263,,,178100306,Allosteric modulator,Positive,"",Not Determined,f,f,"",pEC50,,6.42000007629395,,EC50,,380,,=,"","","",18772318
M<sub>4</sub> receptor,16,Chrm4,P08485,ENSRNOG00000017556,,,,,,,Rat,4-DAMP,307,,,135649797,Antagonist,Antagonist,,,f,,"",pKi,,9.1,,,,,,,,,,1325587
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,4-DAMP,307,,,135649797,Antagonist,Antagonist,"",Not Determined,f,,"",pKi,,8.9,,-,,,,=,"","","",1994002
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,AE9C90CB,8586,,,252166787,Antagonist,Antagonist,"",Non-selective,f,f,"",pKi,,9.5,,-,,,,=,"","","",20590605
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,AFDX384,3264,,,178100307,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,,8,,-,,,,=,"","","",1994002
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,amitriptyline,200,,,135649939,Antagonist,Antagonist,"",Not Determined,f,t,"",pKi,,8.14000034332275,,Ki,,7.19999980926514,,=,"","","",8100134
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,AQ-RA 741,8584,,,252166785,Antagonist,Antagonist,"",Non-selective,f,f,"",pKi,8.19999980926514,,7.80000019073486,-,,,,=,"","","",1994002|9671109
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,atropine,320,,,135652667,Antagonist,Antagonist,,,f,,"",pKi,9.5,,8.7,,,,,,,,,3443095|12049493|2704370|11303071
M<sub>4</sub> receptor,16,Chrm4,P08485,ENSRNOG00000017556,,,,,,,Rat,atropine,320,,,135652667,Antagonist,Antagonist,,,f,,"",pKi,,9.7,,,,,,,,,,1325587
M<sub>4</sub> receptor,16,CHRM4,P08173,ENSG00000180720,,,,,,,Human,biperiden,7128,,,178103704,Antagonist,Antagonist,"",Non-selective,f,f,"",pKd,,8.61999988555908,,Kd,,2.40000009536743,,=,"","","",1346637
