Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P30988	CALCR_HUMAN	reviewed	Calcitonin receptor (CT-R)	CALCR	Homo sapiens (Human)	508
Q96GE6	CALL4_HUMAN	reviewed	Calmodulin-like protein 4 (Serologically defined breast cancer antigen NY-BR-20)	CALML4	Homo sapiens (Human)	196
P06881	CALCA_HUMAN	reviewed	Calcitonin gene-related peptide 1 (Alpha-type CGRP) (Calcitonin gene-related peptide I) (CGRP-I)	CALCA CALC1	Homo sapiens (Human)	128
P35219	CAH8_HUMAN	reviewed	Carbonic anhydrase-related protein (CARP) (Carbonic anhydrase VIII) (CA-VIII)	CA8 CALS	Homo sapiens (Human)	290
Q16790	CAH9_HUMAN	reviewed	Carbonic anhydrase 9 (EC 4.2.1.1) (Carbonate dehydratase IX) (Carbonic anhydrase IX) (CA-IX) (CAIX) (Membrane antigen MN) (P54/58N) (Renal cell carcinoma-associated antigen G250) (RCC-associated antigen G250) (pMW1)	CA9 G250 MN	Homo sapiens (Human)	459
P0DP23	CALM1_HUMAN	reviewed	Calmodulin-1	CALM1 CALM CAM CAM1	Homo sapiens (Human)	149
Q9NYX4	CALY_HUMAN	reviewed	Neuron-specific vesicular protein calcyon	CALY DRD1IP	Homo sapiens (Human)	217
Q9HC96	CAN10_HUMAN	reviewed	Calpain-10 (EC 3.4.22.-) (Calcium-activated neutral proteinase 10) (CANP 10)	CAPN10 KIAA1845	Homo sapiens (Human)	672
O75808	CAN15_HUMAN	reviewed	Calpain-15 (EC 3.4.22.-) (Small optic lobes homolog)	CAPN15 SOLH	Homo sapiens (Human)	1086
O75052	CAPON_HUMAN	reviewed	Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein (C-terminal PDZ ligand of neuronal nitric oxide synthase protein) (Nitric oxide synthase 1 adaptor protein)	NOS1AP CAPON KIAA0464	Homo sapiens (Human)	506
Q9BXL6	CAR14_HUMAN	reviewed	Caspase recruitment domain-containing protein 14 (CARD-containing MAGUK protein 2) (Carma 2)	CARD14 CARMA2	Homo sapiens (Human)	1004
Q5EG05	CAR16_HUMAN	reviewed	Caspase recruitment domain-containing protein 16 (Caspase recruitment domain-only protein 1) (CARD-only protein 1) (Caspase-1 inhibitor COP) (Pseudo interleukin-1 beta converting enzyme) (Pseudo-ICE) (Pseudo-IL1B-converting enzyme)	CARD16 COP COP1	Homo sapiens (Human)	197
P29466	CASP1_HUMAN	reviewed	Caspase-1 (CASP-1) (EC 3.4.22.36) (Interleukin-1 beta convertase) (IL-1BC) (Interleukin-1 beta-converting enzyme) (ICE) (IL-1 beta-converting enzyme) (p45) [Cleaved into: Caspase-1 subunit p20; Caspase-1 subunit p10]	CASP1 IL1BC IL1BCE	Homo sapiens (Human)	404
P42574	CASP3_HUMAN	reviewed	Caspase-3 (CASP-3) (EC 3.4.22.56) (Apopain) (Cysteine protease CPP32) (CPP-32) (Protein Yama) (SREBP cleavage activity 1) (SCA-1) [Cleaved into: Caspase-3 subunit p17; Caspase-3 subunit p12]	CASP3 CPP32	Homo sapiens (Human)	277
Q9BX69	CARD6_HUMAN	reviewed	Caspase recruitment domain-containing protein 6	CARD6	Homo sapiens (Human)	1037
P49662	CASP4_HUMAN	reviewed	Caspase-4 (CASP-4) (EC 3.4.22.57) (ICE and Ced-3 homolog 2) (ICH-2) (ICE(rel)-II) (Mih1) (Protease TX) [Cleaved into: Caspase-4 subunit 1; Caspase-4 subunit 2]	CASP4 ICH2	Homo sapiens (Human)	377
P31415	CASQ1_HUMAN	reviewed	Calsequestrin-1 (Calmitine) (Calsequestrin, skeletal muscle isoform)	CASQ1 CASQ	Homo sapiens (Human)	396
Q13191	CBLB_HUMAN	reviewed	E3 ubiquitin-protein ligase CBL-B (EC 2.3.2.27) (Casitas B-lineage lymphoma proto-oncogene b) (RING finger protein 56) (RING-type E3 ubiquitin transferase CBL-B) (SH3-binding protein CBL-B) (Signal transduction protein CBL-B)	CBLB RNF56 Nbla00127	Homo sapiens (Human)	982
Q6ZVT6	CC067_HUMAN	reviewed	Uncharacterized protein C3orf67	C3orf67	Homo sapiens (Human)	689
A6NLC5	CC070_HUMAN	reviewed	UPF0524 protein C3orf70	C3orf70	Homo sapiens (Human)	250
P81605	DCD_HUMAN	reviewed	Dermcidin (EC 3.4.-.-) (Preproteolysin) [Cleaved into: Survival-promoting peptide; DCD-1]	DCD AIDD DSEP	Homo sapiens (Human)	110
Q9Y6R9	CCD61_HUMAN	reviewed	Coiled-coil domain-containing protein 61	CCDC61	Homo sapiens (Human)	512
Q9Y3M2	CBY1_HUMAN	reviewed	Protein chibby homolog 1 (ARPP-binding protein) (Cytosolic leucine-rich protein) (PIGEA-14) (PKD2 interactor, Golgi and endoplasmic reticulum-associated 1)	CBY1 ARB1 C22orf2 CBY PGEA1 HRIHFB2025	Homo sapiens (Human)	126
Q9UF02	CCG5_HUMAN	reviewed	Voltage-dependent calcium channel gamma-5 subunit (Neuronal voltage-gated calcium channel gamma-5 subunit) (Transmembrane AMPAR regulatory protein gamma-5) (TARP gamma-5)	CACNG5	Homo sapiens (Human)	275
Q06432	CCG1_HUMAN	reviewed	Voltage-dependent calcium channel gamma-1 subunit (Dihydropyridine-sensitive L-type, skeletal muscle calcium channel subunit gamma)	CACNG1 CACNLG	Homo sapiens (Human)	222
Q8WXS5	CCG8_HUMAN	reviewed	Voltage-dependent calcium channel gamma-8 subunit (Neuronal voltage-gated calcium channel gamma-8 subunit) (Transmembrane AMPAR regulatory protein gamma-8) (TARP gamma-8)	CACNG8 CACNG6	Homo sapiens (Human)	425
P20160	CAP7_HUMAN	reviewed	Azurocidin (Cationic antimicrobial protein CAP37) (Heparin-binding protein) (HBP) (hHBP)	AZU1	Homo sapiens (Human)	251
Q86UW7	CAPS2_HUMAN	reviewed	Calcium-dependent secretion activator 2 (Calcium-dependent activator protein for secretion 2) (CAPS-2)	CADPS2 CAPS2 KIAA1591	Homo sapiens (Human)	1296
Q9BWT7	CAR10_HUMAN	reviewed	Caspase recruitment domain-containing protein 10 (CARD-containing MAGUK protein 3) (Carma 3)	CARD10 CARMA3	Homo sapiens (Human)	1032
P47710	CASA1_HUMAN	reviewed	Alpha-S1-casein [Cleaved into: Casoxin-D]	CSN1S1 CASA CSN1	Homo sapiens (Human)	185
Q96PB1	CASD1_HUMAN	reviewed	N-acetylneuraminate 9-O-acetyltransferase (EC 2.3.1.45) (CAS1 domain-containing protein 1) (Sialate O-acetyltransferase) (SOAT)	CASD1 C7orf12 Nbla04196	Homo sapiens (Human)	797
O14958	CASQ2_HUMAN	reviewed	Calsequestrin-2 (Calsequestrin, cardiac muscle isoform)	CASQ2	Homo sapiens (Human)	399
P31944	CASPE_HUMAN	reviewed	Caspase-14 (CASP-14) (EC 3.4.22.-) [Cleaved into: Caspase-14 subunit p17, mature form; Caspase-14 subunit p10, mature form; Caspase-14 subunit p20, intermediate form; Caspase-14 subunit p8, intermediate form]	CASP14	Homo sapiens (Human)	242
P07498	CASK_HUMAN	reviewed	Kappa-casein	CSN3 CASK CSN10 CSNK	Homo sapiens (Human)	182
Q7Z7H3	CATIP_HUMAN	reviewed	Ciliogenesis-associated TTC17-interacting protein	CATIP C2orf62	Homo sapiens (Human)	387
Q9UHG0	DCDC2_HUMAN	reviewed	Doublecortin domain-containing protein 2 (Protein RU2S)	DCDC2 KIAA1154 RU2	Homo sapiens (Human)	476
O60911	CATL2_HUMAN	reviewed	Cathepsin L2 (EC 3.4.22.43) (Cathepsin U) (Cathepsin V)	CTSV CATL2 CTSL2 CTSU UNQ268/PRO305	Homo sapiens (Human)	334
P56202	CATW_HUMAN	reviewed	Cathepsin W (EC 3.4.22.-) (Lymphopain)	CTSW	Homo sapiens (Human)	376
P51636	CAV2_HUMAN	reviewed	Caveolin-2	CAV2	Homo sapiens (Human)	162
Q03135	CAV1_HUMAN	reviewed	Caveolin-1	CAV1 CAV	Homo sapiens (Human)	178
Q8N535	CB052_HUMAN	reviewed	Putative uncharacterized protein encoded by LINC00471	LINC00471 C2orf52	Homo sapiens (Human)	108
P43234	CATO_HUMAN	reviewed	Cathepsin O (EC 3.4.22.42)	CTSO CTSO1	Homo sapiens (Human)	321
Q8N350	CBARP_HUMAN	reviewed	Voltage-dependent calcium channel beta subunit-associated regulatory protein	CBARP C19orf26	Homo sapiens (Human)	705
P15085	CBPA1_HUMAN	reviewed	Carboxypeptidase A1 (EC 3.4.17.1)	CPA1 CPA	Homo sapiens (Human)	419
Q96IY4	CBPB2_HUMAN	reviewed	Carboxypeptidase B2 (EC 3.4.17.20) (Carboxypeptidase U) (CPU) (Plasma carboxypeptidase B) (pCPB) (Thrombin-activable fibrinolysis inhibitor) (TAFI)	CPB2	Homo sapiens (Human)	423
P14384	CBPM_HUMAN	reviewed	Carboxypeptidase M (CPM) (EC 3.4.17.12)	CPM	Homo sapiens (Human)	443
P23435	CBLN1_HUMAN	reviewed	Cerebellin-1 (Precerebellin) [Cleaved into: Cerebellin (CER); [des-Ser1]-cerebellin]	CBLN1	Homo sapiens (Human)	193
Q8IUK8	CBLN2_HUMAN	reviewed	Cerebellin-2	CBLN2 UNQ1892/PRO4338	Homo sapiens (Human)	224
Q5JPI3	CC038_HUMAN	reviewed	Uncharacterized protein C3orf38	C3orf38	Homo sapiens (Human)	329
A0A1B0GTC6	CC085_HUMAN	reviewed	Uncharacterized protein C3orf85	C3orf85	Homo sapiens (Human)	90
Q8IYK2	CC105_HUMAN	reviewed	Coiled-coil domain-containing protein 105	CCDC105	Homo sapiens (Human)	499
Q8IUF1	CBWD2_HUMAN	reviewed	COBW domain-containing protein 2 (Cobalamin synthase W domain-containing protein 2)	CBWD2	Homo sapiens (Human)	395
Q9NQR7	CC177_HUMAN	reviewed	Coiled-coil domain-containing protein 177 (Myelin proteolipid protein-like protein)	CCDC177 C14orf162 PLPL	Homo sapiens (Human)	707
O60729	CC14B_HUMAN	reviewed	Dual specificity protein phosphatase CDC14B (EC 3.1.3.16) (EC 3.1.3.48) (CDC14 cell division cycle 14 homolog B)	CDC14B	Homo sapiens (Human)	498
P13994	CC130_HUMAN	reviewed	Coiled-coil domain-containing protein 130 (9 kDa protein)	CCDC130 SB115	Homo sapiens (Human)	396
Q8N715	CC185_HUMAN	reviewed	Coiled-coil domain-containing protein 185	CCDC185 C1orf65	Homo sapiens (Human)	623
Q9NVL8	CC198_HUMAN	reviewed	Uncharacterized protein CCDC198	CCDC198 C14orf105	Homo sapiens (Human)	296
Q8IX12	CCAR1_HUMAN	reviewed	Cell division cycle and apoptosis regulator protein 1 (Cell cycle and apoptosis regulatory protein 1) (CARP-1) (Death inducer with SAP domain)	CCAR1 CARP1 DIS	Homo sapiens (Human)	1150
Q8IWA6	CCD60_HUMAN	reviewed	Coiled-coil domain-containing protein 60	CCDC60	Homo sapiens (Human)	550
Q6NSX1	CCD70_HUMAN	reviewed	Coiled-coil domain-containing protein 70	CCDC70	Homo sapiens (Human)	233
Q99616	CCL13_HUMAN	reviewed	C-C motif chemokine 13 (CK-beta-10) (Monocyte chemoattractant protein 4) (Monocyte chemotactic protein 4) (MCP-4) (NCC-1) (Small-inducible cytokine A13) [Cleaved into: C-C motif chemokine 13, long chain; C-C motif chemokine 13, medium chain; C-C motif chemokine 13, short chain]	CCL13 MCP4 NCC1 SCYA13	Homo sapiens (Human)	98
Q16663	CCL15_HUMAN	reviewed	C-C motif chemokine 15 (Chemokine CC-2) (HCC-2) (Leukotactin-1) (LKN-1) (MIP-1 delta) (Macrophage inflammatory protein 5) (MIP-5) (Mrp-2b) (NCC-3) (Small-inducible cytokine A15) [Cleaved into: CCL15(22-92); CCL15(25-92); CCL15(29-92)]	CCL15 MIP5 NCC3 SCYA15	Homo sapiens (Human)	113
O95389	CCN6_HUMAN	reviewed	Cellular communication network factor 6 (CCN family member 6) (WNT1-inducible-signaling pathway protein 3) (WISP-3)	CCN6 WISP3 UNQ462/PRO790/PRO956	Homo sapiens (Human)	354
P24385	CCND1_HUMAN	reviewed	G1/S-specific cyclin-D1 (B-cell lymphoma 1 protein) (BCL-1) (BCL-1 oncogene) (PRAD1 oncogene)	CCND1 BCL1 PRAD1	Homo sapiens (Human)	295
Q9NR30	DDX21_HUMAN	reviewed	Nucleolar RNA helicase 2 (EC 3.6.4.13) (DEAD box protein 21) (Gu-alpha) (Nucleolar RNA helicase Gu) (Nucleolar RNA helicase II) (RH II/Gu)	DDX21	Homo sapiens (Human)	783
P32248	CCR7_HUMAN	reviewed	C-C chemokine receptor type 7 (C-C CKR-7) (CC-CKR-7) (CCR-7) (BLR2) (CDw197) (Epstein-Barr virus-induced G-protein coupled receptor 1) (EBI1) (EBV-induced G-protein coupled receptor 1) (MIP-3 beta receptor) (CD antigen CD197)	CCR7 CMKBR7 EBI1 EVI1	Homo sapiens (Human)	378
Q9C0I3	CCSE1_HUMAN	reviewed	Serine-rich coiled-coil domain-containing protein 1 (Coiled-coil serine-rich protein 1)	CCSER1 FAM190A KIAA1680	Homo sapiens (Human)	900
Q6ZRC1	CD050_HUMAN	reviewed	Uncharacterized protein C4orf50	C4orf50	Homo sapiens (Human)	276
Q9BSF8	BTBDA_HUMAN	reviewed	BTB/POZ domain-containing protein 10 (Glucose metabolism-related protein 1)	BTBD10 GMRP1	Homo sapiens (Human)	475
P78543	BTG2_HUMAN	reviewed	Protein BTG2 (BTG family member 2) (NGF-inducible anti-proliferative protein PC3)	BTG2 PC3	Homo sapiens (Human)	158
Q14201	BTG3_HUMAN	reviewed	Protein BTG3 (Abundant in neuroepithelium area protein) (BTG family member 3) (Protein Tob5)	BTG3 ANA TOB5	Homo sapiens (Human)	252
Q6UX41	BTNL8_HUMAN	reviewed	Butyrophilin-like protein 8	BTNL8 UNQ702/PRO1347	Homo sapiens (Human)	500
O43709	BUD23_HUMAN	reviewed	Probable 18S rRNA (guanine-N(7))-methyltransferase (EC 2.1.1.-) (Bud site selection protein 23 homolog) (Metastasis-related methyltransferase 1) (Williams-Beuren syndrome chromosomal region 22 protein) (rRNA methyltransferase and ribosome maturation factor)	BUD23 MERM1 WBSCR22 HUSSY-03 PP3381	Homo sapiens (Human)	281
Q96L14	C170L_HUMAN	reviewed	Cep170-like protein (CEP170 pseudogene 1)	CEP170P1 CEP170L KIAA0470L	Homo sapiens (Human)	293
P09871	C1S_HUMAN	reviewed	Complement C1s subcomponent (EC 3.4.21.42) (C1 esterase) (Complement component 1 subcomponent s) [Cleaved into: Complement C1s subcomponent heavy chain; Complement C1s subcomponent light chain]	C1S	Homo sapiens (Human)	688
Q6P1N0	C2D1A_HUMAN	reviewed	Coiled-coil and C2 domain-containing protein 1A (Akt kinase-interacting protein 1) (Five prime repressor element under dual repression-binding protein 1) (FRE under dual repression-binding protein 1) (Freud-1) (Putative NF-kappa-B-activating protein 023N)	CC2D1A AKI1	Homo sapiens (Human)	951
P02746	C1QB_HUMAN	reviewed	Complement C1q subcomponent subunit B	C1QB	Homo sapiens (Human)	253
Q9P2K1	C2D2A_HUMAN	reviewed	Coiled-coil and C2 domain-containing protein 2A	CC2D2A KIAA1345	Homo sapiens (Human)	1620
Q8N8Q1	C56D1_HUMAN	reviewed	Cytochrome b561 domain-containing protein 1	CYB561D1	Homo sapiens (Human)	229
Q99643	C560_HUMAN	reviewed	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial (Integral membrane protein CII-3) (QPs-1) (QPs1) (Succinate dehydrogenase complex subunit C) (Succinate-ubiquinone oxidoreductase cytochrome B large subunit) (CYBL)	SDHC CYB560 SDH3	Homo sapiens (Human)	169
P00915	CAH1_HUMAN	reviewed	Carbonic anhydrase 1 (EC 4.2.1.1) (Carbonate dehydratase I) (Carbonic anhydrase B) (CAB) (Carbonic anhydrase I) (CA-I)	CA1	Homo sapiens (Human)	261
P19022	CADH2_HUMAN	reviewed	Cadherin-2 (CDw325) (Neural cadherin) (N-cadherin) (CD antigen CD325)	CDH2 CDHN NCAD	Homo sapiens (Human)	906
O75493	CAH11_HUMAN	reviewed	Carbonic anhydrase-related protein 11 (CA-RP XI) (CA-XI) (CARP XI) (Carbonic anhydrase-related protein 2) (CA-RP II) (CARP-2)	CA11 CARP2 UNQ211/PRO237	Homo sapiens (Human)	328
Q8N1Q1	CAH13_HUMAN	reviewed	Carbonic anhydrase 13 (EC 4.2.1.1) (Carbonate dehydratase XIII) (Carbonic anhydrase XIII) (CA-XIII)	CA13	Homo sapiens (Human)	262
P01258	CALC_HUMAN	reviewed	Calcitonin [Cleaved into: Calcitonin; Katacalcin (Calcitonin carboxyl-terminal peptide) (CCP) (PDN-21)]	CALCA CALC1	Homo sapiens (Human)	141
P22676	CALB2_HUMAN	reviewed	Calretinin (CR) (29 kDa calbindin)	CALB2 CAB29	Homo sapiens (Human)	271
Q13939	CALI_HUMAN	reviewed	Calicin	CCIN	Homo sapiens (Human)	588
O15484	CAN5_HUMAN	reviewed	Calpain-5 (EC 3.4.22.-) (Calpain htra-3) (New calpain 3) (nCL-3)	CAPN5 NCL3	Homo sapiens (Human)	640
Q9Y6Q1	CAN6_HUMAN	reviewed	Calpain-6 (Calpain-like protease X-linked) (Calpamodulin) (CalpM)	CAPN6 CALPM CANPX	Homo sapiens (Human)	641
Q8NCB2	CAMKV_HUMAN	reviewed	CaM kinase-like vesicle-associated protein	CAMKV	Homo sapiens (Human)	501
Q5XLA6	CAR17_HUMAN	reviewed	Caspase recruitment domain-containing protein 17 (Caspase-1 inhibitor INCA) (Inhibitory caspase recruitment domain protein)	CARD17 INCA	Homo sapiens (Human)	110
P57730	CAR18_HUMAN	reviewed	Caspase recruitment domain-containing protein 18 (Caspase-1 inhibitor Iceberg)	CARD18 ICEBERG UNQ5804/PRO19611	Homo sapiens (Human)	90
Q9NXV6	CARF_HUMAN	reviewed	CDKN2A-interacting protein (Collaborator of ARF)	CDKN2AIP CARF	Homo sapiens (Human)	580
Q14511	CASL_HUMAN	reviewed	Enhancer of filamentation 1 (hEF1) (CRK-associated substrate-related protein) (CAS-L) (CasL) (Cas scaffolding protein family member 2) (Neural precursor cell expressed developmentally down-regulated protein 9) (NEDD-9) (Renal carcinoma antigen NY-REN-12) (p105) [Cleaved into: Enhancer of filamentation 1 p55]	NEDD9 CASL CASS2	Homo sapiens (Human)	834
P42575	CASP2_HUMAN	reviewed	Caspase-2 (CASP-2) (EC 3.4.22.55) (Neural precursor cell expressed developmentally down-regulated protein 2) (NEDD-2) (Protease ICH-1) [Cleaved into: Caspase-2 subunit p18; Caspase-2 subunit p13; Caspase-2 subunit p12]	CASP2 ICH1 NEDD2	Homo sapiens (Human)	452
P55211	CASP9_HUMAN	reviewed	Caspase-9 (CASP-9) (EC 3.4.22.62) (Apoptotic protease Mch-6) (Apoptotic protease-activating factor 3) (APAF-3) (ICE-like apoptotic protease 6) (ICE-LAP6) [Cleaved into: Caspase-9 subunit p35; Caspase-9 subunit p10]	CASP9 MCH6	Homo sapiens (Human)	416
P41180	CASR_HUMAN	reviewed	Extracellular calcium-sensing receptor (CaR) (CaSR) (hCasR) (Parathyroid cell calcium-sensing receptor 1) (PCaR1)	CASR GPRC2A PCAR1	Homo sapiens (Human)	1078
A6NHX0	CAST2_HUMAN	reviewed	Cytosolic arginine sensor for mTORC1 subunit 2 (Cellular arginine sensor for mTORC1 protein 2) (GATS-like protein 2)	CASTOR2 GATSL1 GATSL2	Homo sapiens (Human)	329
Q8NAP1	CAST3_HUMAN	reviewed	Putative protein CASTOR 3 (STAG3 opposite strand transcript protein)	CASTOR3 GATS STAG3OS	Homo sapiens (Human)	163
Q5VZK9	CARL1_HUMAN	reviewed	F-actin-uncapping protein LRRC16A (CARMIL homolog) (Capping protein regulator and myosin 1 linker protein 1) (Capping protein, Arp2/3 and myosin-I linker homolog 1) (Capping protein, Arp2/3 and myosin-I linker protein 1) (Leucine-rich repeat-containing protein 16A)	CARMIL1 CARMIL LRRC16 LRRC16A	Homo sapiens (Human)	1371
P05814	CASB_HUMAN	reviewed	Beta-casein	CSN2 CASB	Homo sapiens (Human)	226
Q86X55	CARM1_HUMAN	reviewed	Histone-arginine methyltransferase CARM1 (EC 2.1.1.319) (Coactivator-associated arginine methyltransferase 1) (Protein arginine N-methyltransferase 4)	CARM1 PRMT4	Homo sapiens (Human)	608
Q13948	CASP_HUMAN	reviewed	Protein CASP	CUX1 CUTL1	Homo sapiens (Human)	678
P07711	CATL1_HUMAN	reviewed	Cathepsin L1 (EC 3.4.22.15) (Cathepsin L) (Major excreted protein) (MEP) [Cleaved into: Cathepsin L1 heavy chain; Cathepsin L1 light chain]	CTSL CTSL1	Homo sapiens (Human)	333
Q9UBX1	CATF_HUMAN	reviewed	Cathepsin F (CATSF) (EC 3.4.22.41)	CTSF	Homo sapiens (Human)	484
Q6ZV80	CB091_HUMAN	reviewed	Uncharacterized protein C2orf91	C2orf91	Homo sapiens (Human)	131
Q6UXQ4	CB066_HUMAN	reviewed	Uncharacterized protein C2orf66	C2orf66 UNQ6411/PRO21186	Homo sapiens (Human)	117
Q8N8R5	CB069_HUMAN	reviewed	UPF0565 protein C2orf69	C2orf69	Homo sapiens (Human)	385
Q8N5S3	CB073_HUMAN	reviewed	Uncharacterized protein C2orf73	C2orf73	Homo sapiens (Human)	287
O95810	CAVN2_HUMAN	reviewed	Caveolae-associated protein 2 (Cavin-2) (PS-p68) (Phosphatidylserine-binding protein) (Serum deprivation-response protein)	CAVIN2 SDPR	Homo sapiens (Human)	425
Q8IVU9	CBCO1_HUMAN	reviewed	Ciliary-associated calcium-binding coiled-coil protein 1	CABCOCO1 C10orf107	Homo sapiens (Human)	208
P48052	CBPA2_HUMAN	reviewed	Carboxypeptidase A2 (EC 3.4.17.15)	CPA2	Homo sapiens (Human)	419
Q9UI42	CBPA4_HUMAN	reviewed	Carboxypeptidase A4 (EC 3.4.17.-) (Carboxypeptidase A3)	CPA4 CPA3 UNQ694/PRO1339	Homo sapiens (Human)	421
Q8IVL8	CBPO_HUMAN	reviewed	Carboxypeptidase O (CPO) (EC 3.4.17.-)	CPO	Homo sapiens (Human)	374
Q9NTU7	CBLN4_HUMAN	reviewed	Cerebellin-4 (Cerebellin-like glycoprotein 1)	CBLN4 CBLNL1 UNQ718/PRO1382	Homo sapiens (Human)	201
Q96HB5	CC120_HUMAN	reviewed	Coiled-coil domain-containing protein 120	CCDC120 JM11	Homo sapiens (Human)	630
Q6ZRV3	CC074_HUMAN	reviewed	Putative uncharacterized protein encoded by LINC00696	LINC00696 C3orf74	Homo sapiens (Human)	163
P0CE67	CC079_HUMAN	reviewed	Putative uncharacterized protein C3orf79	C3orf79	Homo sapiens (Human)	100
Q6ZUS5	CC121_HUMAN	reviewed	Coiled-coil domain-containing protein 121	CCDC121	Homo sapiens (Human)	278
Q0VFZ6	CC173_HUMAN	reviewed	Coiled-coil domain-containing protein 173	CCDC173 C2orf77	Homo sapiens (Human)	552
Q6PII3	CC174_HUMAN	reviewed	Coiled-coil domain-containing protein 174	CCDC174 C3orf19	Homo sapiens (Human)	467
Q6ZUS6	CC149_HUMAN	reviewed	Coiled-coil domain-containing protein 149	CCDC149	Homo sapiens (Human)	474
A4D256	CC14C_HUMAN	reviewed	Dual specificity protein phosphatase CDC14C (EC 3.1.3.16) (EC 3.1.3.48) (CDC14 cell division cycle 14 homolog C)	CDC14C CDC14B2 CDC14Bretro	Homo sapiens (Human)	447
Q96NT0	CC115_HUMAN	reviewed	Coiled-coil domain-containing protein 115	CCDC115	Homo sapiens (Human)	180
Q8NCX0	CC150_HUMAN	reviewed	Coiled-coil domain-containing protein 150	CCDC150	Homo sapiens (Human)	1101
Q7Z3E2	CC186_HUMAN	reviewed	Coiled-coil domain-containing protein 186 (CTCL tumor antigen HD-CL-01/L14-2)	CCDC186 C10orf118	Homo sapiens (Human)	898
Q96M89	CC138_HUMAN	reviewed	Coiled-coil domain-containing protein 138	CCDC138	Homo sapiens (Human)	665
Q96MF4	CC140_HUMAN	reviewed	Coiled-coil domain-containing protein 140	CCDC140	Homo sapiens (Human)	163
Q569K6	CC157_HUMAN	reviewed	Coiled-coil domain-containing protein 157	CCDC157 KIAA1656	Homo sapiens (Human)	752
A6NGH7	CC160_HUMAN	reviewed	Coiled-coil domain-containing protein 160	CCDC160	Homo sapiens (Human)	325
Q8NHW4	CC4L_HUMAN	reviewed	C-C motif chemokine 4-like (Lymphocyte activation gene 1 protein) (LAG-1) (Macrophage inflammatory protein 1-beta) (MIP-1-beta) (Monocyte adherence-induced protein 5-alpha) (Small-inducible cytokine A4-like)	CCL4L1 CCL4L LAG1 SCYA4L1; CCL4L2 CCL4L SCYA4L2	Homo sapiens (Human)	92
Q3MIR4	CC50B_HUMAN	reviewed	Cell cycle control protein 50B (P4-ATPase flippase complex beta subunit TMEM30B) (Transmembrane protein 30B)	TMEM30B CDC50B	Homo sapiens (Human)	351
Q4V339	CBWD6_HUMAN	reviewed	COBW domain-containing protein 6 (Cobalamin synthase W domain-containing protein 6)	CBWD6 CBWD7	Homo sapiens (Human)	395
A6NC98	CC88B_HUMAN	reviewed	Coiled-coil domain-containing protein 88B (Brain leucine zipper domain-containing protein) (Gipie) (Hook-related protein 3) (HkRP3)	CCDC88B BRLZ	Homo sapiens (Human)	1476
Q4VC31	CCD58_HUMAN	reviewed	Coiled-coil domain-containing protein 58	CCDC58	Homo sapiens (Human)	144
Q502W7	CCD38_HUMAN	reviewed	Coiled-coil domain-containing protein 38	CCDC38	Homo sapiens (Human)	563
Q9H6F5	CCD86_HUMAN	reviewed	Coiled-coil domain-containing protein 86 (Cytokine-induced protein with coiled-coil domain)	CCDC86 CYCLON	Homo sapiens (Human)	360
Q8NEL0	CCD54_HUMAN	reviewed	Coiled-coil domain-containing protein 54 (Testis development protein NYD-SP17)	CCDC54	Homo sapiens (Human)	328
Q8ND61	CC020_HUMAN	reviewed	Uncharacterized protein C3orf20	C3orf20	Homo sapiens (Human)	904
Q8N5N4	CC022_HUMAN	reviewed	Uncharacterized protein C3orf22	C3orf22	Homo sapiens (Human)	141
Q96D03	DDT4L_HUMAN	reviewed	DNA damage-inducible transcript 4-like protein (HIF-1 responsive protein RTP801-like) (Protein regulated in development and DNA damage response 2) (REDD-2)	DDIT4L REDD2 RTP801L	Homo sapiens (Human)	193
O00175	CCL24_HUMAN	reviewed	C-C motif chemokine 24 (CK-beta-6) (Eosinophil chemotactic protein 2) (Eotaxin-2) (Myeloid progenitor inhibitory factor 2) (MPIF-2) (Small-inducible cytokine A24)	CCL24 MPIF2 SCYA24	Homo sapiens (Human)	119
O15444	CCL25_HUMAN	reviewed	C-C motif chemokine 25 (Chemokine TECK) (Small-inducible cytokine A25) (Thymus-expressed chemokine)	CCL25 SCYA25 TECK	Homo sapiens (Human)	150
